VocabularyEN,VovabularyCH,Category
bristle,n.短而硬的毛发；v.(毛)竖起；发怒,GRE
brittle,a.易碎的，脆弱的,GRE
broach,v.开瓶；提出(讨论),GRE
brochure,n.小册子，说明书,GRE
broker,n.经纪人,GRE
bromide,n.平庸的人或话,GRE
brood,n.一窝幼鸟；v.孵蛋；冥想,GRE
brook,n.小河,GRE
browbeat,v.欺侮；吓唬,GRE
bruise,v.受伤，擦伤,GRE
bruit,v.散布(谣言),GRE
brunt,n.主要冲击力或影响,GRE
brusque,a.唐突的，鲁莽的,GRE
brutal,a.残忍的；严酷的,GRE
brute,n./a.野兽(的)；残忍的(人),GRE
buck,v.反对；n.雄鹿；雄兔,GRE
bucket,>n.圆桶,GRE
bucolic,a.乡村的；牧羊的,GRE
bud,n.芽；花蕾,GRE
budge,v.移动一点儿；改变立场,GRE
budget,n.预算,GRE
buffoon,n.演出时的丑角；粗俗而愚蠢的人,GRE
bulb,n.植物的球茎；灯泡,GRE
bulge,n./v.膨胀，鼓起,GRE
bulk,n.体积；数量；大多数；大身躯,GRE
bully,v.以强欺弱，威胁；n.欺负别人者,GRE
bumptious,a.傲慢的，自夸的,GRE
bungle,v.粗制滥造,GRE
buoy,n.浮标；救生圈；v.支持，鼓励,GRE
buoyant,a.有浮力的；快乐的,GRE
bureaucracy,n.官僚政治,GRE
burgeon,v.迅速成长，发展,GRE
burial,n.埋葬，埋藏,GRE
burlesque,n.讽刺或滑稽的戏剧,GRE
burnish,v.擦亮，磨光,GRE
bust,n.半身(雕)像,GRE
butt,v.用头抵撞，顶撞；n.粗大的一端；烟蒂,GRE
buttress,n.拱墙，拱壁；v.支持,GRE
byline,n.(列作者名字的)报刊文章首行,GRE
byproduct,n.副产品；副作用,GRE
bystander,n.旁观者,GRE
Byzantine,a.像迷宫似的；难变更的,GRE
cabal,n.政治阴谋小集团,GRE
cabinet,n.橱柜；内阁,GRE
cache,n.贮藏处；v.将…藏于,GRE
cacophonous,a.发音不和谐的，不协调的,GRE
cacophony,n.难听的声音,GRE
cadet,n.军校或警官学校的学生,GRE
cadge,v.乞讨；占便宜,GRE
cajole,v.(以甜言蜜语)哄骗,GRE
calamity,n.大灾祸，不幸之事,GRE
calcium,n.钙,GRE
calculated,a.蓄意的,GRE
calculating,a.深谋远虑的，精明的,GRE
calculus,n.微积分学；结石,GRE
caldron,n.(煮汤用的)大锅,GRE
calibrate,v.量…口径；校准,GRE
calipers,n.测径器，双脚规,GRE
calligraphy,n.书法,GRE
callous,a.结硬块的,GRE
callow,a.(鸟)未生羽毛的；(人)未成熟的,GRE
calorie,n.卡路里；卡(热量单位),GRE
calumniate,v.诽谤，中伤,GRE
calumny,n.诽谤，中伤,GRE
cameo,n.浮雕宝石；生动刻画；(演员)出演,GRE
camouflage,n./v.掩饰，伪装,GRE
campaign,n.战役；竞选活动,GRE
canary,n.金丝雀；女歌星,GRE
candid,a.率直的,GRE
candidacy,n.候选人的资格,GRE
candidate,n.候选人；参加考试的人,GRE
candor,n.坦白，率直,GRE
cane,n.拐杖,GRE
canine,a.犬的，似犬的,GRE
canny,a.精明仔细的,GRE
canon,n.经典，真作,GRE
canonical,a.符合规定的；经典的,GRE
canopy,n.蚊帐，华盖,GRE
cant,n.斜坡，斜面；隐语，术语，黑话；v.使倾斜,GRE
cantankerous,a.脾气坏的，好争吵的,GRE
canto,n.(长诗的)篇,GRE
canvas,n.画布；帆布,GRE
canvass,v.细查；拉选票,GRE
canyon,n.峡谷,GRE
cape,n.披肩，短斗篷；海角,GRE
capillary,n.毛细血管,GRE
capitulate,v.(有条件地)投降,GRE
caprice,n.奇思怪想，变化无常，任性,GRE
capricious,a.变化无常的，任性的,GRE
capsule,n.荚；胶囊,GRE
caption,n.标题,GRE
captious,a.吹毛求疵的,GRE
captivate,v.迷惑，吸引,GRE
capture,v.俘获；夺取或赢得；n.战利品,GRE
carafe,n.玻璃瓶,GRE
carapace,n.(蟹或龟等的)甲壳,GRE
carbohydrate,n.碳水化合物,GRE
carcinogen,n.致癌物,GRE
cardinal,a.最重要的；n.红衣主教,GRE
cardiologist,n.心脏病专家,GRE
caress,n.爱抚，抚摸；v.爱抚或抚摸某人,GRE
careworn,a.受忧虑折磨的，饱经风霜的,GRE
cargo,n.(船、飞机等装载的)货物,GRE
caricature,n.讽刺画；滑稽模仿,GRE
carnivorous,a.肉食动物的,GRE
carol,n.赞美诗，颂歌；v.欢唱,GRE
carouse,n.狂饮寻乐,GRE
carp,n.鲤鱼；v.吹毛求疵,GRE
carpenter,n.木匠,GRE
carrion,n.腐肉,GRE
cartographer,n.绘制地图者,GRE
cartoon,n.漫画,GRE
carve,v.雕刻,GRE
cast,n.演员阵容；剧团；v.扔；铸造,GRE
caste,n.社会等级，等级,GRE
castigate,v.惩治，严责,GRE
castigation,n.惩罚，苛评,GRE
casual,a.偶然的,GRE
casualty,n.伤亡事故；伤亡者,GRE
cataclysm,n.剧变，灾难(常指大洪水或地震),GRE
catalog,n.目录；系列,GRE
catalyst,n.催化剂；促使事情发展的因素,GRE
catastrophe,n.突如其来的大灾难,GRE
categorical,a.无条件的，绝对的；分类的,GRE
category,n.类别，范畴,GRE
cater,v.迎合；提供饮食及服务,GRE
caterpillar,n.毛毛虫，蝴蝶的幼虫,GRE
catharsis,n.宣泄，净化,GRE
cathedral,n.总教堂，主教堂,GRE
catholic,a.普遍的；广泛的；(人)宽厚的,GRE
caucus,n.政党高层会议,GRE
caulk,v.填塞(隙缝使不漏水),GRE
causal,a.原因的，因果关系的,GRE
caustic,a.腐蚀性的；刻薄的；n.腐蚀剂,GRE
cauterize,v.(用腐蚀性物质或烙铁)烧灼(表皮组织)以消毒或止血,GRE
cavalier,>n.骑士，武士,GRE
cavalry,n.骑兵部队，装甲部队,GRE
caveat,n.警告，告诫,GRE
cavern,n.大洞穴,GRE
cavil,v.挑毛病，吹毛求疵,GRE
cavity,n.(牙齿等的)洞，腔,GRE
cavort,v.腾越，欢跃,GRE
cede,v.割让(土地权利)，放弃,GRE
celebrated,a.有名的，知名的,GRE
celebrity,n.名声；知名人士,GRE
celestial,a.天体的，天上的,GRE
cellar,n.地下室；酒窖,GRE
cello,n.大提琴,GRE
cement,n.水泥；胶粘剂；v.粘合，巩固,GRE
censor,v.审查，检查(书报),GRE
census,n.人口统计,GRE
centaur,n.人头马怪物,GRE
centigrade,a.百分度的，摄氏温度计的,GRE
centralization,n.集中；集权化,GRE
centurion,n.古罗马的百人队长,GRE
ceramic,n.陶瓷制品；a.陶器的,GRE
ceramics,n.制陶业)；陶器,GRE
cereal,n.谷类；谷类食品,GRE
cerebral,a.大脑的；深思的,GRE
ceremonious,a.仪式隆重的,GRE
ceremony,n.典礼，仪式,GRE
certainty,n.确定的事情,GRE
certification,n.证明,GRE
certitude,n.确定无疑,GRE
cessation,n.中止，(短暂的)停止,GRE
cession,n.割让，转让,GRE
chafe,v.摩擦生热；擦痛；激怒,GRE
chaff,n.谷物的皮壳，米糠,GRE
chagrin,v./n.失望，懊恼,GRE
chalice,n.大酒杯；圣餐杯,GRE
chameleon,n.变色龙，蜥蜴；善变之人,GRE
champion,n.冠军；斗士；拥护者；v.拥护,GRE
championship,n.冠军地位；锦标赛,GRE
chancellor,n.大臣，总理，首席法官，大学校长,GRE
chandelier,n.枝形吊灯(烛台),GRE
chant,n.圣歌；v.歌唱或背诵,GRE
chaos,n.混乱,GRE
chapel,n.(附属于教堂或监狱等的)小教堂,GRE
char,v.烧焦；使…燃烧成焦炭,GRE
characteristic,a.有特色的；典型性的；n.与众不同的特征,GRE
characterization,n.描绘，刻画,GRE
characterize,v.描述或刻画…的特点,GRE
charade,n.用动作等表演文字意义的字谜游戏,GRE
charisma,n.(大众爱戴的)领袖气质；魅力,GRE
charitable,a.仁慈的；宽厚的,GRE
charity,n.仁慈；施舍,GRE
charlatan,n.江湖郎中，骗子,GRE
charm,n.魅力；咒语，咒符,GRE
charter,n.(公司)执照；宪章；v.包租车船,GRE
chary,a.小心的，审慎的,GRE
chase,v.雕镂；追捕,GRE
chasm,n.深渊，大沟；大差别,GRE
chaste,a.贞洁的；朴实的,GRE
chastise,v.严厉惩罚；谴责,GRE
chauvinistic,a.沙文主义的，过分爱国主义的,GRE
check,v.使突然停止，阻止,GRE
chef,n.厨师,GRE
cherubic,a.(尤指孩子)胖乎乎而天真无邪的,GRE
chicanery,n.诡计，狡诈,GRE
chide,v.叱责，指责,GRE
chimera,n.神话怪物；梦幻,GRE
chip,n.薄片，碎片；集成电路片,GRE
chipmunk,n.花栗鼠(像松鼠的美洲小动物),GRE
chisel,n.凿子；v.凿；欺骗,GRE
chivalrous,a.武士精神的；对女人彬彬有礼的,GRE
choice,a.上等的；精选的,GRE
choir,n.(教堂的)歌唱队,GRE
choke,v.(使)窒息，阻塞,GRE
choleric,a.易怒的，暴躁的,GRE
chord,n.和弦，和音,GRE
choreography,n.舞蹈；舞蹈编排,GRE
chorus,n.合唱队，歌舞团,GRE
chromatic,a.彩色的，五彩的,GRE
chromosome,n.染色体,GRE
chronic,a.慢性的，长期的,GRE
chrysanthemum,n.菊，菊花,GRE
chuckle,v.轻声地笑,GRE
churl,n.粗鄙之人,GRE
cinder,n.余烬，矿渣,GRE
cipher,n.零；无影响力的人；密码,GRE
circuit,n.环行，环行道；线路；电路,GRE
circuitous,a.迂回的，绕圈子的,GRE
circular,a.圆形的,GRE
circulate,v.循环；流通；发行,GRE
circulation,n.循环，流通；发行额,GRE
circumference,n.周围；圆周；周长,GRE
circumlocution,n.迂回累赘的陈述,GRE
circumscribe,v.限制,GRE
circumstantial,a.不重要的，偶然的；描述详细的,GRE
circumvent,v.回避；用计谋战胜或规避,GRE
cistern,n.贮水池,GRE
cite,v.引用，引述,GRE
civil,a.国内的；公民的；文明的,GRE
civilian,n.平民,GRE
civility,n.彬彬有礼，斯文,GRE
claim,v.要求或索; 要n.声称拥有的权力,GRE
clairvoyance,n.超人的洞察力,GRE
clam,n.蛤蜊，蛤肉；守秘密之人,GRE
clamor,v./n.吵闹，喧哗,GRE
clamp,n.钳子；v.钳紧,GRE
clandestine,a.秘密的，暗中从事的,GRE
clannish,a.排他的，门户之见的,GRE
clarify,v.澄清,GRE
clarion,a.声音高而清晰的；n.尖音小号声；尖音小号,GRE
clarity,n.清楚,GRE
clash,v.冲突，撞击,GRE
clasp,n.钩子，扣子；紧握,GRE
classify,v.分类，归类,GRE
clause,n.从句；(法律等)条款,GRE
clay,n.黏土,GRE
cleavage,n.裂缝；分裂,GRE
cleave,v.劈开；分裂,GRE
cleaver,n.切肉刀,GRE
cleft,n.裂缝；a.劈开的,GRE
clemency,n.温和；仁慈，宽厚,GRE
clement,a.仁慈的；温和的,GRE
clientele,n.(医生、律师的)顾客，(商店的)常客,GRE
climax,n.顶点，高潮,GRE
clinch,v.钉牢；彻底解决,GRE
cling,v.紧抓住；舍不得放弃,GRE
clinical,a.临床的；冷静客观的,GRE
clip,n.夹子，别针；v.修剪,GRE
clipper,n.大剪刀；快速帆船,GRE
clique,n.朋党派系，小集团,GRE
clog,n.障碍; v.阻塞,GRE
cloister,n.修道院,GRE
closet,n.壁橱；a.秘密的,GRE
clot,n.凝块；v.使凝结成块,GRE
cloture,n.辩论的终结,GRE
cloudburst,n.大暴雨，豪雨,GRE
clout,n.用手猛击；权力，影响力,GRE
clown,n.小丑；v.扮小丑,GRE
cloying,a.甜得发腻的,GRE
clumsy,a.笨拙的；拙劣的,GRE
cluster,n.串，束，群；v.成群，成串,GRE
coagulant,n.凝结剂；凝血剂,GRE
coagulate,v.使凝结,GRE
coagulation,n.凝固,GRE
coalesce,v.联合，合并,GRE
coalition,n.结合，联合,GRE
coarse,a.粗糙的；低劣的；粗俗的,GRE
coarsen,v.使某物变粗糙,GRE
coax,v.哄诱，巧言诱哄,GRE
cob,n.玉米棒子；雄天鹅,GRE
cobbler,n.补鞋匠,GRE
cocoon,n.茧,GRE
coda,n.乐曲的尾声,GRE
coddle,v.溺爱；悉心照料,GRE
code,n.密码；法典；v.将某事物编写成密码,GRE
codify,v.将法律、规则等编成法典,GRE
coerce,v.强迫；压制,GRE
coercion,n.强制，高压统治,GRE
coeval,a.同年代的,GRE
cogent,a.有说服力的,GRE
cogitate,v.慎重思考，思索,GRE
cognizance,n.认识，察识，知识,GRE
cognizant,a.知道的，认识的,GRE
cohabit,v.共栖,GRE
coherent,a.连贯的，一致的,GRE
cohesion,n.内聚力；凝聚力,GRE
cohesive,a.凝聚的,GRE
coincide,v.巧合；一致,GRE
colander,n.滤器，漏勺,GRE
cold-blooded,a.[生]冷血的；残酷的,GRE
collaborate,v.合作，协作；通敌,GRE
collage,n.拼贴画,GRE
collapse,v.坍塌，塌陷;虚脱，晕倒,GRE
collar,n.衣领；戴在动物颈部的项圈,GRE
collate,v.对照，核对,GRE
collateral,a.平行的；旁系的；n.担保品,GRE
collected,a.泰然自若的,GRE
collection,n.收藏品,GRE
collision,n.碰撞，冲突,GRE
colloquial,a.口语的，口头的,GRE
colloquium,n.学术讨论会,GRE
collude,v.串通，共谋,GRE
colon,n.冒号,GRE
colonize,v.建立殖民地,GRE
colonnade,n.柱廊,GRE
colony,n.菌群；殖民地,GRE
coloration,n.着色法，染色法；颜色，色泽,GRE
colossal,a.巨大的，庞大的,GRE
colossus,n.巨人；巨型雕像,GRE
coltish,a.似小马的；不受拘束的,GRE
coma,n.昏迷状态,GRE
comatose,a.昏迷的,GRE
combat,n./v.格斗，搏斗,GRE
combustible,a.易燃的；易激动的,GRE
comedienne,n.说笑话、演滑稽剧等的女演员,GRE
comely,a.动人的，美丽的,GRE
comic,a.可笑的；喜剧的；n.喜剧演员,GRE
comity,n.礼让，礼仪,GRE
comma,n.逗号,GRE
commemorate,v.纪念(伟人、大事件等),GRE
commence,v.开始，倡导,GRE
commencement,n.开始；(大学的)毕业典礼,GRE
commensurate,a.同样大小的；相称的,GRE
commentary,n.实况报道；(对书等的)集注,GRE
commingle,v.搀和，混合,GRE
commission,n.委托；佣金,GRE
commit,v.托付；承诺；犯罪,GRE
committed,a.(对事业，本职工作等)尽忠的,GRE
commodious,a.宽敞的,GRE
commodity,n.商品,GRE
commonplace,a.平常的,GRE
commonsense,a.具有常识的,GRE
commonwealth,n.共和国，联邦,GRE
commotion,n.骚动，动乱,GRE
communal,a.全体共用的，共享的,GRE
commune,n.公社；v.与某人亲密地交谈,GRE
communicate,v.传送信息，沟通,GRE
commute,v.交换；坐公交车上下班,GRE
compact,a.结实的；简洁的；n.合同，协议,GRE
companion,n.同伴，同伙；受雇的陪伴人,GRE
comparison,n.比较，对照；比喻,GRE
compartment,n.隔间，车厢,GRE
compass,n.指南针，罗盘；界限，范围,GRE
compassion,n.同情，怜悯,GRE
compassionate,a.有同情心的,GRE
compatible,a.和谐共处的，相容的,GRE
compatriot,n.同胞，同国人,GRE
compel,v.强迫,GRE
compelling,a.引起兴趣的,GRE
compendium,n.简要，概略,GRE
compensate,v.补偿，赔偿,GRE
compensatory,a.补偿性的，报酬的,GRE
compete,v.竞争，对抗,GRE
competence,n.胜任，能力,GRE
compile,v.汇集；编辑,GRE
complacency,n.满足，安心,GRE
complacent,a.自满的，得意的,GRE
complaisance,n.彬彬有礼，殷勤，柔顺,GRE
complaisant,a.顺从的，讨好的,GRE
complementary,a.互补的,GRE
compliance,n.顺从，遵从,GRE
compliant,a.服从的，顺从的,GRE
complicate,v.使某事复杂化,GRE
compliment,n./v.恭维，称赞,GRE
comply,v.遵循，顺从,GRE
component,n.成分，零部件,GRE
compose,v.写，创作；组成,GRE
composed,a.镇定的，沉着的,GRE
composer,n.作曲家,GRE
compost,n.混合肥料,GRE
composure,n.镇静，沉着；自若,GRE
compound,n.复合物；v.搀和,GRE
comprehend,v.理解；包括,GRE
comprehensible,a.能充分理解的,GRE
comprehensive,a.全面的，综合的,GRE
compress,v.压缩，浓缩,GRE
compromise,v.妥协；危害,GRE
compulsion,n.强迫；难以抗拒的冲动,GRE
compunction,n.懊悔，良心不安,GRE
concatenate,v.连结；连锁,GRE
concave,a.凹的,GRE
conceal,v.隐藏，隐瞒,GRE
concede,v.承认(为正确)；让步,GRE
conceit,n.自负，自大,GRE
conceive,v.想像，构想；怀孕,GRE
concentrate,v.集中，浓缩,GRE
conception,n.概念；开始,GRE
concerto,n.协奏曲,GRE
concession,n.让步,GRE
conciliate,v.安抚，驯服,GRE
conciliatory,a.抚慰的，调和的,GRE
concise,a.简洁的,GRE
conclave,n.秘密会议,GRE
conclusive,a.最后的，结论的；确凿的，消除怀疑的,GRE
concomitant,a.伴随而来的,GRE
concord,n.和睦；公约,GRE
concrete,a.具体存在的；n.混凝土,GRE
concur,v.意见相同，一致,GRE
concussion,n.脑震荡；强烈震动,GRE
condemn,v.极力谴责；判刑,GRE
condense,v.浓缩,GRE
condescend,v.屈尊，俯就,GRE
condescending,a.谦逊的，故意屈尊的,GRE
condone,v.宽恕，原谅,GRE
conducive,a.有助于…的,GRE
conduct,n.品德，行为；v.领导，引导,GRE
conduit,n.渠道，引水道；水管,GRE
cone,n.松果；圆锥体,GRE
confection,n.甜食，糖果,GRE
confederacy,n.联盟或同盟,GRE
confer,v.讨论，商谈；赠予,GRE
conference,n.讨论会，协商会,GRE
confess,v.承认，供认,GRE
confide,v.信赖，倾诉,GRE
confidence,n.信任，自信，信心,GRE
confidential,a.机密的,GRE
configuration,n.结构，配置；轮廓,GRE
confine,v.限制，禁闭,GRE
confirm,v.证实，证明,GRE
confiscate,v.没收；充公,GRE
conflagration,n.建筑物或森林大火,GRE
conflate,v.合并,GRE
conflict,v./n.斗争，战斗；冲突，抵触,GRE
conform,(to)v.符合或遵守公认的规则,GRE
conformist,n.尊奉者，英国国教徒,GRE
conformity,n.一致，遵从；顺众,GRE
confound,v.使迷惑，搞混,GRE
confront,v.面临；对抗,GRE
congeal,v.冻结，凝固,GRE
congenial,a.意气相投的；性情好的,GRE
congest,v.使拥挤；充血,GRE
conglomerate,v.集聚成团,GRE
congregate,v.聚集，集合,GRE
congruent,a.全等的，一致的,GRE
congruous,a.一致的，符合的；[数]全等的,GRE
conifer,n.针叶树,GRE
conjecture,v./n.推测，臆测,GRE
conjoin,v.使结合,GRE
conjunction,n.联合；连词,GRE
conjure,v.恳求，祈求；变魔术，变戏法,GRE
connive,v.默许；纵容,GRE
connoisseur,n.鉴赏家，行家,GRE
connotation,n.言外之意，含蓄义,GRE
conquer,v.以武力征服,GRE
conquest,n.征服；战利品,GRE
conscience,n.良心，是非感,GRE
conscientious,a.尽责的；小心谨慎的,GRE
conscript,v.强行征兵，征召,GRE
consensus,n.意见一致,GRE
consent,v.同意，允许,GRE
consequence,n.结果；重要性；价值,GRE
consequential,a.傲慢的，自以为是的,GRE
conservative,a.保守的，守旧的,GRE
conservatory,n.温室；音乐学院,GRE
conserve,v.保全，保存,GRE
considerable,a.相当多的；值得考虑的,GRE
consign,v.托运；托人看管,GRE
consistency,n.一致性；坚实度，可靠性；不矛盾,GRE
consistent,a.前后一致的,GRE
console,v.安慰，抚慰,GRE
consolidate,v.巩固；(使)坚强；合并,GRE
consolidation,n.合并，巩固,GRE
consonant,a.调和的，一致的,GRE
conspicuous,a.显著的，显而易见的,GRE
conspiracy,n.共谋，阴谋,GRE
conspire,v.阴谋，共谋,GRE
constant,a.稳定的，不变的; n.常数,GRE
constellation,n.星座，星群,GRE
consternation,n.大为吃惊，惊骇,GRE
constituent,n.成分；选区内的选民,GRE
constitute,v.组成，构成；建立,GRE
constitution,n.宪法；体质,GRE
constitutional,a.章程的，法规的；素质上的，本质的,GRE
constrain,v.束缚，强迫；限制,GRE
constrained,a.束缚的，节制的,GRE
constraint,n.强制，强迫；对感情的压抑,GRE
constrict,v.压缩，收缩,GRE
construct,v.建筑，构成,GRE
construe,v.解释；翻译,GRE
consul,n.领事,GRE
consummate,a.完全的，完善的；v.完成,GRE
contact,n./v.接触；互通信息,GRE
contagious,a.传染的，有感染力的,GRE
contain,v.包含，含有；控制；阻止，遏制,GRE
containment,n.阻止，遏制,GRE
contaminate,v.使…受污染,GRE
contemplate,v.深思,GRE
contempt,轻视，鄙视,GRE
contemptible,a.令人轻视的,GRE
contemptuous,a.鄙视的，表示轻蔑的,GRE
contend,v.与对手竞争；据理力争,GRE
content,a.知足的，满意的；n.内容；满意,GRE
